ref,greek,lemma,pos,didakta,rel,syn,line,didakta_1,didakta_2,didakta_3,didakta_4
,,,,,,,Ref=1.178,,,,
2274196.6,θεός,θεός,n-s---mn-,NomSubj.,2274196.11,SBJ,Ref=1.178,NomSubj.,,,
2274196.7,πού,που,d--------,,2274196.11,AuxY,Ref=1.178,,,,
2274196.7,σύ,σοὶ,p-s----d-,DatVerb. ,2274196.11,OBJ,Ref=1.178,DatVerb.,,,
2274196.7,ὁ,τό,p-s---na-,AccObj. ,2274196.11,OBJ,Ref=1.178,AccObj.,,,
2274196.1,γε,γ’,g--------,,2274196.9,AuxZ,Ref=1.178,,,,
2274196.11,δίδωμι,ἔδωκεν,v3saia---,Aor. | Ind. | Act.,2274196.0,PRED,Ref=1.178|SpaceAfter=No,Aor.,Ind.,Act.,
,,,,,,,Ref=1.178,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274197.1,οἴκαδε,οἴκαδ’,d--------,,2274197.2,OBJ,Ref=1.179,,,,
2274197.2,εἶμι,ἰών,v-sppamn-,PresNoni. | PartCirc. | Act. | Agr.,2274197.11,ADV,Ref=1.179,PresNoni.,PartCirc.,Act.,Agr.
2274197.3,σύν,σύν,r--------,Prep1.,2274197.2,AuxP,Ref=1.179,Prep1.,,,
2274197.4,ναῦς,νηυσί,n-p---fd-,GBP,2274197.7,ADV_CO,Ref=1.179,GBP,,,
2274197.5,τε,τε,g--------,,2274197.7,AuxY,Ref=1.179,,,,
2274197.6,σός,σῇς,a-p---fd-,Agr.,2274197.4,ATR,Ref=1.179,Agr.,,,
2274197.7,καί,καί,c--------,,2274197.3,COORD,Ref=1.179,,,,
2274197.8,σός,σοῖς,a-p---md-,Agr.,2274197.9,ATR,Ref=1.179,Agr.,,,
2274197.9,ἑταῖρος,ἑτάροισι,n-p---md-,GBP,2274197.7,ADV_CO,Ref=1.179,GBP,,,
2274197.1,Μυρμιδόνες,Μυρμιδόνεσσιν,n-p---md-,DatVerb. ,2274197.11,OBJ,Ref=1.180,DatVerb.,,,
2274197.11,ἀνάσσω,ἄνασσε,v2spma---,PresNoni. | ImprComm. | Act.,2274197.2,PRED_CO,Ref=1.180|SpaceAfter=No,PresNoni.,ImprComm.,Act.,
,,,,,,,Ref=1.180,,,,
2274197.11,σύ,σέθεν,p-s----g-,GenVerb. ,2274197.17,OBJ,Ref=1.180,GenVerb.,,,
2274197.14,δέ,δ’,g--------,,2274197.2,AuxY,Ref=1.180,,,,
2274197.14,ἐγώ,ἐγὼ,p-s---mn-,NomSubj.,2274197.17,SBJ,Ref=1.180,NomSubj.,,,
2274197.14,οὐ,οὐκ,d--------,,2274197.17,AuxZ,Ref=1.180,,,,
2274197.17,ἀλεγίζω,ἀλεγίζω,v1spia---,Pres. | Ind. | Act.,2274197.2,PRED_CO,Ref=1.180|SpaceAfter=No,Pres.,Ind.,Act.,
,,,,,,,Ref=1.180,,,,
2274197.17,οὐ,οὐ,d--------,,2274197.21,AuxZ,Ref=1.181|SpaceAfter=No,,,,
2274197.2,δέ,δ’,g--------,,2274197.0,COORD,Ref=1.181,,,,
2274197.21,ὄθομαι,ὄθομαι,v1spie---,Pres. | Ind. | MidMent.,2274197.2,PRED_CO,Ref=1.181,Pres.,Ind.,MidMent.,
2274197.22,κοτέω,κοτέοντος,v-sppamg-,PresNoni | PartSupp. | Act. |GenVerb.  ,2274197.21,AtvV,Ref=1.181|SpaceAfter=No,PresNoni,PartSupp.,Act.,GenVerb.
,,,,,,,Ref=1.181,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274198.1,ἀπειλέω,ἀπειλήσω,v1sfia---,Fut. | Ind. | Act.,2274198.2,PRED_CO,Ref=1.181,Fut.,Ind.,Act.,
2274198.2,δέ,δέ,g--------,,2274198.0,COORD,Ref=1.181,,,,
2274198.2,σύ,τοι,p-s----d-,DatVerb. ,2274198.1,OBJ,Ref=1.181,DatVerb.,,,
2274198.4,ὧδε,ὧδε,d--------,,2274198.1,ADV,Ref=1.181|SpaceAfter=No,,,,
,,,,,,,Ref=1.181,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274199.1,ὡς,ὡς,d--------,,2274199.3,ADV,Ref=1.182,,,,
2274199.1,ἐγώ,ἔμ’,p-s---ma-,AccDoubl. ,2274199.3,OBJ,Ref=1.182,AccDoubl.,,,
2274199.3,ἀφαιρέω,ἀφαιρεῖται,v3spie---,PresPerf. | Ind. | MidIndir.,2274199.21,ADV,Ref=1.182,PresPerf.,Ind.,MidIndir.,
2274199.4,Χρυσηίς,Χρυσηΐδα,n-s---fa-,AccObj. ,2274199.3,OBJ,Ref=1.182,AccObj.,,,
2274199.5,Φοῖβος,Φοῖβος,n-s---mn-,Agr.,2274199.6,ATR,Ref=1.182,Agr.,,,
2274199.6,Ἀπόλλων,Ἀπόλλων,n-s---mn-,NomSubj.,2274199.3,SBJ,Ref=1.182|SpaceAfter=No,NomSubj.,,,
,,,,,,,Ref=1.182,,,,
2274199.6,ὁ,τὴν,p-s---fa-,AccObj. ,2274199.18,OBJ,Ref=1.183,AccObj.,,,
2274199.9,μέν,μέν,g--------,,2274199.21,AuxY,Ref=1.183,,,,
2274199.9,ἐγώ,ἐγὼ,p-s---mn-,NomSubj.,2274199.18,SBJ,Ref=1.183,NomSubj.,,,
2274199.11,σύν,σύν,r--------,Prep1.,2274199.18,AuxP,Ref=1.183,Prep1.,,,
2274199.11,ναῦς,νηΐ,n-s---fd-,GBP,2274199.15,ADV_CO,Ref=1.183,GBP,,,
2274199.13,τε,τ’,g--------,,2274199.15,AuxY,Ref=1.183,,,,
2274199.14,ἐμός,ἐμῇ,a-s---fd-,Agr.,2274199.12,ATR,Ref=1.183,Agr.,,,
2274199.15,καί,καί,c--------,,2274199.11,COORD,Ref=1.183,,,,
2274199.16,ἐμός,ἐμοῖς,a-p---md-,Agr.,2274199.17,ATR,Ref=1.183,Agr.,,,
2274199.17,ἑταῖρος,ἑτάροισι,n-p---md-,GBP,2274199.15,ADV_CO,Ref=1.183,GBP,,,
2274199.18,πέμπω,πέμψω,v1sfia---,Fut. | Ind. | Act.,2274199.21,PRED_CO,Ref=1.184|SpaceAfter=No,Fut.,Ind.,Act.,
,,,,,,,Ref=1.184,,,,
2274199.18,ἐγώ,ἐγὼ,p-s---mn-,NomSubj.,2274199.23,SBJ,Ref=1.184,NomSubj.,,,
2274199.21,δέ,δέ,g--------,,2274199.0,COORD,Ref=1.184,,,,
2274199.22,ἄν,κ’,g--------,,2274199.23,AuxZ,Ref=1.184,,,,
2274199.23,ἄγω,ἄγω,v1spsa---,PresNoni. | SubjHomer. | Act.,2274199.21,PRED_CO,Ref=1.184,PresNoni.,SubjHomer.,Act.,
2274199.24,Βρισηίς,Βρισηΐδα,n-s---fa-,AccObj. ,2274199.52,OBJ_AP,Ref=1.184,AccObj.,,,
2274199.25,καλλιπάρηος,καλλιπάρῃον,a-s---fa-,Agr.,2274199.24,ATR,Ref=1.184,Agr.,,,
2274199.26,αὐτός,αὐτός,a-s---mn-,NomSubj.,2274199.2,ATV,Ref=1.185,NomSubj.,,,
2274199.27,εἶμι,ἰών,v-sppamn-,PresNoni. | PartCirc. | MidMotion. | Agr.,2274199.23,ADV,Ref=1.185,PresNoni.,PartCirc.,MidMotion.,Agr.
2274199.28,κλισία,κλισίην,n-s---fa-,AccDirec.,2274199.27,OBJ,Ref=1.185,AccDirec.,,,
2274199.29,δέ,δέ,g--------,,2274199.28,AuxZ,Ref=1.185,,,,
2274199.29,ὁ,τὸ,l-s---na-,Agr.,2274199.32,ATR,Ref=1.185,Agr.,,,
2274199.31,σός,σόν,a-s---na-,Agr.,2274199.32,ATR,Ref=1.185,Agr.,,,
2274199.32,γέρας,γέρας,n-s---na-,AccObj. ,2274199.52,OBJ_AP,Ref=1.185,AccObj.,,,
2274199.33,ὄφρα,ὄφρ’,c--------,,2274199.23,AuxC,Ref=1.185,,,,
2274199.34,εὖ,ἐύ,d--------,,2274199.35,ADV,Ref=1.185,,,,
2274199.35,οἶδα,εἰδῇς,v2srsa---,PerfNoni. | SubjSubor. | Act.,2274199.42,ADV_CO,Ref=1.185,PerfNoni.,SubjSubor.,Act.,
2274199.36,ὅσος,ὅσσον,a-s---na-,AccAdv.,2274199.38,ADV,Ref=1.186,AccAdv.,,,
2274199.37,φέρτατος,φέρτερός,a-s---mn-,NomPred.,2274199.38,PNOM,Ref=1.186,NomPred.,,,
2274199.37,εἰμί,εἰμι,v1spia---,PresIter. | Ind. | Act.,2274199.35,OBJ,Ref=1.186,PresIter.,Ind.,Act.,
2274199.37,σύ,σέθεν,p-s----g-,GenComp.,2274199.37,ATR,Ref=1.186|SpaceAfter=No,GenComp.,,,
,,,,,,,Ref=1.186,,,,
2274199.41,στυγέω,στυγέῃ,v3spsa---,PresNoni. | SubjSubor. | Act.,2274199.42,ADV_CO,Ref=1.186,PresNoni.,SubjSubor.,Act.,
2274199.42,δέ,δέ,g--------,,2274199.33,COORD,Ref=1.186,,,,
2274199.43,καί,καί,d--------,,2274199.44,AuxZ,Ref=1.186,,,,
2274199.44,ἄλλος,ἄλλος,a-s---mn-,NomSubj.,2274199.41,SBJ,Ref=1.186,NomSubj.,,,
2274199.45,ἴσος,ἶσον,a-s---ma-,AccObj.,2274199.53,PNOM,Ref=1.187,AccObj.,,,
2274199.45,ἐγώ,ἐμοὶ,p-s---md-,DatResp.,2274199.45,ATR,Ref=1.187,DatResp.,,,
2274199.47,φημί,φάσθαι,v--pne---,PresNoni. | InfDyn. | MidMent.,2274199.48,OBJ_CO,Ref=1.187,PresNoni.,InfDyn.,MidMent.,
2274199.48,καί,καί,c--------,,2274199.41,COORD,Ref=1.187,,,,
2274199.49,ὁμοιόω,ὁμοιωθήμεναι,v--anp---,AorNoni. | InfDyn. | Pass.,2274199.48,OBJ_CO,Ref=1.187,AorNoni.,InfDyn.,Pass.,
2274199.5,ἄντην,ἄντην,d--------,,2274199.49,ADV,Ref=1.187|SpaceAfter=No,,,,
,,,,,,,Ref=1.187,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274200.1,ὡς,ὡς,d--------,,2274200.2,ADV,Ref=1.188,,,,
2274200.2,φημί,φάτο,v3saim---,Aor. | Ind. | MidSpee.,2274200.0,PRED,Ref=1.188|SpaceAfter=No,Aor.,Ind.,MidSpee.,
,,,,,,,Ref=1.188,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274201.1,Πηλείων,Πηλεΐωνι,n-s---md-,DatVerb. ,2274201.4,OBJ,Ref=1.188,DatVerb.,,,
2274201.2,δέ,δ’,g--------,,2274201.7,AuxY,Ref=1.188,,,,
2274201.3,ἄχος,ἄχος,n-s---nn-,NomSubj.,2274201.4,SBJ,Ref=1.188,NomSubj.,,,
2274201.4,γίγνομαι,γένετ’,v3saim---,AorIngr. | Ind. | MidMotion.,2274201.7,PRED_CO,Ref=1.188|SpaceAfter=No,AorIngr.,Ind.,MidMotion.,
,,,,,,,Ref=1.188,,,,
2274201.6,ἐν,ἐν,r--------,Prep3.,2274201.13,AuxP,Ref=1.188,Prep3.,,,
2274201.7,δέ,δέ,g--------,,2274201.0,COORD,Ref=1.188,,,,
2274201.7,ἕ,οἱ,p-s---md-,DatPos.,2274201.9,ATR,Ref=1.188,DatPos.,,,
2274201.9,ἦτορ,ἦτορ,n-s---nn-,NomSubj.,2274201.13,SBJ,Ref=1.188,NomSubj.,,,
2274201.1,στῆθος,στήθεσσιν,n-p---nd-,DatLoc. ,2274201.6,ADV,Ref=1.189,DatLoc.,,,
2274201.11,λάσιος,λασίοισι,a-p---nd-,Agr.,2274201.1,ATR,Ref=1.189,Agr.,,,
2274201.12,διάνδιχα,διάνδιχα,d--------,,2274201.13,ADV,Ref=1.189,,,,
2274201.13,μερμηρίζω,μερμήριξεν,v3saia---,AorIngr. | Ind. | Act.,2274201.7,PRED_CO,Ref=1.189|SpaceAfter=No,AorIngr.,Ind.,Act.,
,,,,,,,Ref=1.189,,,,
2274201.15,ἤ,ἤ,c--------,,2274201.32,AuxY,Ref=1.190,,,,
2274201.15,ὁ,ὅ,p-s---mn-,NomSubj.,2274201.25,SBJ,Ref=1.190,NomSubj.,,,
2274201.17,γε,γε,g--------,,2274201.16,AuxZ,Ref=1.190,,,,
2274201.18,φάσγανον,φάσγανον,n-s---na-,AccObj. ,2274201.2,OBJ,Ref=1.190,AccObj.,,,
2274201.19,ὀξύς,ὀξύ,a-s---na-,Agr.,2274201.18,ATR,Ref=1.190,Agr.,,,
2274201.2,ἐρύω,ἐρυσσάμενος,v-sapmmn-,AorNoni. | PartAttr. | MidMotion. | Agr.,2274201.25,ADV,Ref=1.190,AorNoni.,PartAttr.,MidMotion.,Agr.
2274201.2,παρά,παρὰ,r--------,Prep3.,2274201.2,AuxP,Ref=1.190,Prep3.,,,
2274201.22,μηρός,μηροῦ,n-s---mg-,GBP,2274201.21,OBJ,Ref=1.190,GBP,,,
2274201.22,ὁ,τοὺς,p-p---ma-,AccObj. ,2274201.25,OBJ,Ref=1.191,AccObj.,,,
2274201.24,μέν,μέν,g--------,,2274201.28,AuxY,Ref=1.191,,,,
2274201.25,ἀνίστημι,ἀναστήσειεν,v3saoa---,AorNoni. | OptSubor. | Act.,2274201.28,OBJ_CO,Ref=1.191|SpaceAfter=No,AorNoni.,OptSubor.,Act.,
,,,,,,,Ref=1.191,,,,
2274201.25,ὁ,ὃ,p-s---mn-,NomSubj.,2274201.3,SBJ,Ref=1.191,NomSubj.,,,
2274201.28,δέ,δ’,g--------,,2274201.32,COORD,Ref=1.191,,,,
2274201.29,Ἀτρείδης,Ἀτρεΐδην,n-s---ma-,AccObj. ,2274201.3,OBJ,Ref=1.191,AccObj.,,,
2274201.29,Ἀτρείδης,Ἀτρεΐδην,n-s---ma-,PresNoni. | OptSubor. | Act.,2274201.3,OBJ,Ref=1.191|SpaceAfter=No,PresNoni.,OptSubor.,Act.,
2274201.3,ἐναρίζω,ἐναρίζοι,v3spoa---,,2274201.28,OBJ_CO,Ref=1.191,,,,
2274201.32,ἤ,ἦε,c--------,,2274201.13,COORD,Ref=1.192,,,,
2274201.33,χόλος,χόλον,n-s---ma-,AccObj. ,2274201.34,OBJ,Ref=1.192,AccObj.,,,
2274201.34,παύω,παύσειεν,v3saoa---,AorNoni. | OptSubor. | Act.,2274201.36,OBJ_CO,Ref=1.192,AorNoni.,OptSubor.,Act.,
2274201.35,ἐρητύω,ἐρητύσειέ,v3saoa---,AorNoni. | OptSubor. | Act.,2274201.36,OBJ_CO,Ref=1.192,AorNoni.,OptSubor.,Act.,
2274201.36,τε,τε,g--------,,2274201.32,COORD,Ref=1.192,,,,
2274201.37,θυμός,θυμόν,n-s---ma-,AccObj. ,2274201.35,OBJ,Ref=1.192|SpaceAfter=No,AccObj.,,,
,,,,,,,Ref=1.192,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274202.1,ἕως,ἧος,c--------,,2274202.19,AuxC,Ref=1.193,,,,
2274202.1,ὁ,ὃ,p-s---mn-,NomSubj.,2274202.4,SBJ,Ref=1.193,NomSubj.,,,
2274202.3,οὗτος,ταῦθ’,a-p---na-,AccObj. ,2274202.4,OBJ,Ref=1.193,AccObj.,,,
2274202.4,ὁρμαίνω,ὥρμαινε,v3siia---,Impf. | Ind. | Act.,2274202.12,ADV_CO,Ref=1.193,Impf.,Ind.,Act.,
2274202.5,κατά,κατά,r--------,Prep3. ,2274202.7,AuxP,Ref=1.193,Prep3.,,,
2274202.6,φρήν,φρένα,n-s---fa-,GBP,2274202.5,ADV_CO,Ref=1.193,GBP,,,
2274202.7,καί,καί,c--------,,2274202.4,COORD,Ref=1.193,,,,
2274202.8,κατά,κατά,r--------,Prep3. ,2274202.7,AuxP,Ref=1.193,Prep3.,,,
2274202.9,θυμός,θυμόν,n-s---ma-,GBP,2274202.8,ADV_CO,Ref=1.193|SpaceAfter=No,GBP,,,
,,,,,,,Ref=1.193,,,,
2274202.11,ἕλκω,ἕλκετο,v3siie---,ImpfCona. | Ind. | MidIndir.,2274202.12,ADV_CO,Ref=1.194,ImpfCona.,Ind.,MidIndir.,
2274202.12,δέ,δ’,g--------,,2274202.18,COORD,Ref=1.194,,,,
2274202.13,ἐκ,ἐκ,r--------,Prep3.,2274202.11,AuxP,Ref=1.194,Prep3.,,,
2274202.14,κολεόν,κολεοῖο,n-s---ng-,GBP,2274202.13,OBJ,Ref=1.194,GBP,,,
2274202.15,μέγας,μέγα,a-s---na-,Agr.,2274202.16,ATR,Ref=1.194,Agr.,,,
2274202.16,ξίφος,ξίφος,n-s---na-,AccObj. ,2274202.11,OBJ,Ref=1.194|SpaceAfter=No,AccObj.,,,
,,,,,,,Ref=1.194,,,,
2274202.18,ἔρχομαι,ἦλθε,v3saia---,Aor. | Ind. | Act.,2274202.19,PRED_CO,Ref=1.194,Aor.,Ind.,Act.,
2274202.19,δέ,δ’,g--------,,2274202.0,COORD,Ref=1.194,,,,
2274202.2,Ἀθήνη,Ἀθήνη,n-s---fn-,NomSubj.,2274202.18,SBJ,Ref=1.194,NomSubj.,,,
2274202.21,οὐρανόθεν,οὐρανόθεν,d--------,,2274202.18,OBJ,Ref=1.195|SpaceAfter=No,,,,
,,,,,,,Ref=1.195,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274203.1,πρό,πρό,r--------,Preverb,2274203.3,AuxZ,Ref=1.195,Preverb,,,
2274203.2,γάρ,γάρ,g--------,,2274203.3,AuxY,Ref=1.195,,,,
2274203.3,ἵημι,ἧκε,v3saia---,Aor. | Ind. | Act.,2274203.0,PRED,Ref=1.195,Aor.,Ind.,Act.,
2274203.4,θεά,θεά,n-s---fn-,Agr.,2274203.15,SBJ_AP,Ref=1.195,Agr.,,,
2274203.5,λευκώλενος,λευκώλενος,a-s---fn-,Agr.,2274203.4,ATR,Ref=1.195,Agr.,,,
2274203.6,Ἥρα,Ἥρη,n-s---fn-,NomSubj.,2274203.15,SBJ_AP,Ref=1.195,NomSubj.,,,
2274203.7,ἄμφω,ἄμφω,a-d---ma-,AccObj. ,2274203.13,OBJ,Ref=1.196,AccObj.,,,
2274203.8,ὁμῶς,ὁμῶς,d--------,,2274203.13,ADV,Ref=1.196,,,,
2274203.9,θυμός,θυμῷ,n-s---md-,DatLoc. ,2274203.13,ADV,Ref=1.196,DatLoc.,,,
2274203.1,φιλέω,φιλέουσά,v-sppafn-,PresNoni. | PartCirc. | Act. | Agr.,2274203.13,ADV_CO,Ref=1.196,PresNoni.,PartCirc.,Act.,Agr.
2274203.11,τε,τε,g--------,,2274203.13,AuxY,Ref=1.196,,,,
2274203.12,κήδω,κηδομένη,v-sppefn-,PresNoni. | PartCirc. | MidMent. | Agr.,2274203.13,ADV_CO,Ref=1.196,PresNoni.,PartCirc.,MidMent.,Agr.
2274203.13,τε,τε,g--------,,2274203.3,COORD,Ref=1.196|SpaceAfter=No,,,,
,,,,,,,Ref=1.196,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274204.1,ἵστημι,στῆ,v3saia---,Aor. | Ind. | Act.,2274204.6,PRED_CO,Ref=1.197,Aor.,Ind.,Act.,
2274204.2,δέ,δ’,g--------,,2274204.6,AuxY,Ref=1.197,,,,
2274204.3,ὄπισθεν,ὄπιθεν,d--------,,2274204.1,ADV,Ref=1.197|SpaceAfter=No,,,,
,,,,,,,Ref=1.197,,,,
2274204.5,ξανθός,ξανθῆς,a-s---fg-,Agr.,2274204.7,ATR,Ref=1.197,Agr.,,,
2274204.6,δέ,δέ,g--------,,2274204.0,COORD,Ref=1.197,,,,
2274204.7,κόμη,κόμης,n-s---fg-,GenPart.,2274204.8,OBJ,Ref=1.197,GenPart.,,,
2274204.8,αἱρέω,ἕλε,v3saia---,Aor. | Ind. | Act.,2274204.6,PRED_CO,Ref=1.197,Aor.,Ind.,Act.,
2274204.9,Πηλείων,Πηλεΐωνα,n-s---ma-,AccObj. ,2274204.8,OBJ,Ref=1.197,AccObj.,,,
2274204.1,οἶος,οἴῳ,a-s---md-,DatExpr.,2274204.11,AtvV,Ref=1.198,DatExpr.,,,
2274204.11,φαίνω,φαινομένη,v-sppefn-,PresNoni. | PartCirc. | MidDir. | Agr.,2274204.8,ADV,Ref=1.198|SpaceAfter=No,PresNoni.,PartCirc.,MidDir.,Agr.
,,,,,,,Ref=1.198,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274204.11,ὁ,τῶν,l-p---mg-,Agr.,2274205.3,ATR,Ref=1.198,Agr.,,,
2274205.2,δέ,δ’,g--------,,2274205.0,COORD,Ref=1.198,,,,
2274205.3,ἄλλος,ἄλλων,a-p---mg-,GenPart.,2274205.5,ATR,Ref=1.198,GenPart.,,,
2274205.3,οὐ,οὔ,d--------,,2274205.6,AuxZ,Ref=1.198,,,,
2274205.3,τις,τις,p-s---mn-,NomSubj.,2274205.6,SBJ,Ref=1.198,NomSubj.,,,
2274205.6,ὁράω,ὁρᾶτο,v3siie---,Impf. | Ind. | MidMent.,2274205.2,PRED_CO,Ref=1.198|SpaceAfter=No,Impf.,Ind.,MidMent.,
,,,,,,,Ref=1.198,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274206.1,θαμβέω,θάμβησεν,v3saia---,AorIngr. | Ind. | Act.,2274206.1,PRED_CO,Ref=1.199,AorIngr.,Ind.,Act.,
2274206.2,δέ,δ’,g--------,,2274206.1,AuxY,Ref=1.199,,,,
2274206.3,Ἀχιλλεύς,Ἀχιλεύς,n-s---mn-,NomSubj.,2274206.1,SBJ,Ref=1.199|SpaceAfter=No,NomSubj.,,,
,,,,,,,Ref=1.199,,,,
2274206.5,μετά,μετά,r--------,Preverb,2274206.7,AuxZ,Ref=1.199,Preverb,,,
2274206.6,δέ,δ’,g--------,,2274206.1,AuxY,Ref=1.199,,,,
2274206.7,τρέπω,ἐτράπετ’,v3saim---,Aor. | Ind. | MidDir.,2274206.1,PRED_CO,Ref=1.199|SpaceAfter=No,Aor.,Ind.,MidDir.,
,,,,,,,Ref=1.199,,,,
2274206.9,αὐτίκα,αὐτίκα,d--------,,2274206.11,ADV,Ref=1.199,,,,
2274206.1,δέ,δ’,g--------,,2274206.0,COORD,Ref=1.199,,,,
2274206.11,γιγνώσκω,ἔγνω,v3saia---,Aor. | Ind. | Act.,2274206.1,PRED_CO,Ref=1.199,Aor.,Ind.,Act.,
2274206.12,Παλλάς,Παλλάδ’,n-s---fa-,Agr.,2274206.13,ATR,Ref=1.200,Agr.,,,
2274206.13,Ἀθήνη,Ἀθηναίην,n-s---fa-,AccObj. ,2274206.11,OBJ,Ref=1.200|SpaceAfter=No,AccObj.,,,
,,,,,,,Ref=1.200,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274207.1,δεινός,δεινώ,a-d---nn-,Agr.,2274207.4,ATV,Ref=1.200,Agr.,,,
2274207.2,δέ,δέ,g--------,,2274207.0,COORD,Ref=1.200,,,,
2274207.2,ἕ,οἱ,p-s---fd-,DatPos.,2274207.4,ATR,Ref=1.200,DatPos.,,,
2274207.4,ὄσσε,ὄσσε,n-d---nn-,NomSubj.,2274207.5,SBJ,Ref=1.200,NomSubj.,,,
2274207.5,φαίνω,φάανθεν,v3paip---,AorIngr. | Ind. | Pass.,2274207.2,PRED_CO,Ref=1.200|SpaceAfter=No,AorIngr.,Ind.,Pass.,
,,,,,,,Ref=1.200,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274208.1,καί,καί,c--------,,2274208.0,COORD,Ref=1.201,,,,
2274208.1,μιν,μιν,p-s---fa-,AccObj. ,2274208.6,OBJ,Ref=1.201,AccObj.,,,
2274208.3,φωνέω,φωνήσας,v-sapamn-,AorNoni. | PartCirc. | Act. | Agr.,2274208.6,ADV,Ref=1.201,AorNoni.,PartCirc.,Act.,Agr.
2274208.4,ἔπος,ἔπεα,n-p---na-,AccCog.,2274208.6,OBJ,Ref=1.201,AccCog.,,,
2274208.5,πτερόεις,πτερόεντα,a-p---na-,Agr.,2274208.4,ATR,Ref=1.201,Agr.,,,
2274208.6,προσαυδάω,προσηύδα,v3siia---,Impf. | Ind. | Act.,2274208.1,PRED_CO,Ref=1.201|SpaceAfter=No,Impf.,Ind.,Act.,
,,,,,,,Ref=1.201,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274209.1,τίπτε,τίπτ’,p--------,,2274209.6,ADV,Ref=1.202,,,,
2274209.2,αὖτε,αὖτ’,d--------,,2274209.6,ADV,Ref=1.202,,,,
2274209.3,αἰγίοχος,αἰγιόχοιο,a-s---mg-,Agr.,2274209.4,ATR,Ref=1.202,Agr.,,,
2274209.4,Ζεύς,Διός,n-s---mg-,GenPos. ,2274209.5,ATR,Ref=1.202,GenPos.,,,
2274209.5,τέκος,τέκος,n-s---nv-,Voc. ,2274209.6,ExD,Ref=1.202,Voc.,,,
2274209.6,ἔρχομαι,εἰλήλουθας,v2sria---,Perf. | Ind. | Act.,2274209.0,PRED,Ref=1.202|SpaceAfter=No,Perf.,Ind.,Act.,
,,,,,,,Ref=1.202,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,_,,,,
2274210.1,ἦ,ἦ,d--------,,2274210.8,AuxY,Ref=1.203,,,,
2274210.2,ἵνα,ἵνα,c--------,,2274210.8,AuxC,Ref=1.203,,,,
2274210.3,ὕβρις,ὕβριν,n-s---fa-,AccObj. ,2274210.4,OBJ,Ref=1.203,AccObj.,,,
2274210.4,εἶδον,ἴδῃ,v2sase---,AorNoni. | SubjSubor. | MidMent.,2274210.2,ADV,Ref=1.203,AorNoni.,SubjSubor.,MidMent.,
2274210.5,Ἀγαμέμνων,Ἀγαμέμνονος,n-s---mg-,GenSubj.,2274210.3,ATR,Ref=1.203,GenSubj.,,,
2274210.6,Ἀτρείδης,Ἀτρεΐδαο,n-s---mg-,Agr.,2274210.5,ATR,Ref=1.203|SpaceAfter=No,Agr.,,,
,,,,,,,Ref=1.203,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2274211.1,ἀλλά,ἀλλ’,d--------,,2274211.7,AuxY,Ref=1.204,,,,
2274211.2,ἐκ,ἔκ,r--------,Preverb,2274211.4,AuxZ,Ref=1.204,Preverb,,,
2274211.2,σύ,τοι,p-s----d-,GBP,2274211.4,OBJ,Ref=1.204,GBP,,,
2274211.4,ἐρῶ,ἐρέω,v1sfia---,Fut. | Ind. | Act.,2274211.7,PRED_CO,Ref=1.204|SpaceAfter=No,Fut.,Ind.,Act.,
,,,,,,,Ref=1.204,,,,
2274211.4,ὁ,τὸ,p-s---na-,AccSubj. ,2274211.9,SBJ,Ref=1.204,AccSubj.,,,
2274211.7,δέ,δέ,g--------,,2274211.0,COORD,Ref=1.204,,,,
2274211.8,καί,καί,d--------,,2274211.9,AuxY,Ref=1.204,,,,
2274211.9,τελέω,τελέεσθαι,v--fnm---,FutNoni. | InfDyn. | MidSpon.,2274211.1,OBJ,Ref=1.204,FutNoni.,InfDyn.,MidSpon.,
